category,name,description
system.operations,perf.startup.cold_view_app_to_first_frame,"The duration from `*Application`'s initializer to the first Android framebeing drawn in a [COLD VIEW startup](https://wiki.mozilla.org/index.php?title=Performance/Fenix/Glossary).The methodology for determining this measurement is imperfect to simplifyimplementation. Issues may include:<br>-Including VIEW intents that aren't valid so take code paths similarto MAIN (this is speculative)<br><br>See the `cold_main_app_to_first_frame` probe docs for other possibleknown issues and more details.<br><br>Around April 8, 2021 the implementation was refactored. Functionally, itshould be the same but it's noted just in case there are bugs."
system.operations,perf.startup.home_activity_on_create,"The duration of `HomeActivity.onCreate`."
user.system_performance,perf.startup.home_activity_on_start,"The duration of `HomeActivity.onStart`. This may encapsulate`HomeFragment` or `BrowserFragment` creation, depending on the code path,so we expect this to take varying amounts of time. As such, this probe maynot be easy to interpret directly but we believe collecting it may give usmore information about different patterns we might see in performancedata."
system.operations,perf.startup.home_fragment_on_create_view,"The duration of `HomeFragment.onCreateView`."
system.operations,perf.startup.home_fragment_on_view_created,"The duration of `HomeFragment.onViewCreated`."
user.system_performance,perf.startup.startup_type,"Indicates how the browser was started. The label is divided into twovariables. `state` is how cached the browser is when started. `path` iswhat code path we are expected to take. Together, they create a combinedlabel: `state_path`. For brevity, the specific states are documented inthe [Fenix perfglossary](https://wiki.mozilla.org/index.php?title=Performance/Fenix/Glossary).<br><br>This implementation is intended to be simple, not comprehensive. We listthe implications below.<br><br>These ways of opening the app undesirably adds events to our primarybuckets (non-`unknown` cases):<br>- App switcher cold/warm: `cold/warm_` + duplicates path fromprevious launch<br>- Home screen shortcuts: `*_view`<br>- An Intent is sent internally that's uses `ACTION_MAIN` or`ACTION_VIEW` could be: `*_main/view` (unknown if this ever happens)<br>- A command-line launch uses `ACTION_MAIN` or `ACTION_VIEW` could be:`*_main/view`<br><br>These ways of opening the app undesirably do not add their events to ourprimary buckets:<br>- Close and reopen the app very quickly: no event is recorded.<br><br>These ways of opening the app don't affect our primary buckets:<br>- App switcher hot: `hot_unknown`<br>- PWA (all states): `unknown_unknown`<br>- Custom tab: `unknown_view`<br>- Cold start where a service or other non-activity starts the process(not manually tested) - this seems to happen if you have the homescreenwidget: `unknown_*`<br>- Another activity is drawn before HomeActivity (e.g. widget voicesearch): `unknown_*`<br>- Widget text search: `*_unknown`<br><br>In addition to the events above, the `unknown` state may be chosen when wewere unable to determine a cause due to implementation details or the APIwas used incorrectly. We may be able to record the events listed aboveinto different buckets but we kept the implementation simple for now.<br><br>N.B.: for implementation simplicity, we duplicate the logic in app thatdetermines `path` so it's not perfectly accurate. In one way, we record weis intended to happen rather than what actually happened (e.g. the usermay click a link so we record VIEW but the app does a MAIN by going to thehomescreen because the link was invalid)."
user.behavior.attribution,play_store_attribution.attribution_time,"The time that it takes to derive the attribution parameters by the Google Play Install Referrer library."
user.behavior.attribution,play_store_attribution.campaign,"The name of the utm_campaign that is responsible for this installation."
user.behavior.attribution,play_store_attribution.content,"The name of the utm_content that is responsible for this installation."
user.behavior.attribution,play_store_attribution.deferred_deeplink_time,"The time that it takes to receive deferred deeplink from the Google Play Store."
user.behavior.attribution,play_store_attribution.install_referrer_response,"The full install referrer response."
user.behavior.attribution,play_store_attribution.medium,"The name of the utm_medium that is responsible for this installation."
N/A,play_store_attribution.response_code,"The response code of the install referrer API."
user.behavior.attribution,play_store_attribution.source,"The name of the utm_source that is responsible for this installation."
user.behavior.attribution,play_store_attribution.term,"The name of the utm_term that is responsible for this installation."
user.behavior,pocket.home_recs_category_clicked,"User tapped a Pocket stories category to filter stories."
user.behavior,pocket.home_recs_discover_clicked,"User tapped the "Discover more" tile to open a new tabfor more Pocket stories."
user.behavior,pocket.home_recs_learn_more_clicked,"User tapped "Learn more" to open a new tab for Pocket."
user.behavior,pocket.home_recs_shown,"The Pocket recommended stories are shown on the home screen."
user.behavior,pocket.home_recs_spoc_clicked,"User tapped a Pocket sponsored story to be opened."
user.behavior,pocket.home_recs_spoc_shown,"A particular Pocket sponsored story was visible more than 50%on the homescreen."
user.behavior,pocket.home_recs_story_clicked,"User tapped a Pocket recommended story to be opened."
user.behavior,pocket.pocket_top_site_clicked,"A user clicked on the trending Pocket top site"
user.behavior,pocket.pocket_top_site_removed,"A user removed the trending Pocket top site"
user.behavior,pocket.spoc_shim,"Shim data of the Pocket sponsored story the user justinteracted with.The shim is a unique base64 string identifying each story andtype of user interaction: story impression or click."
user.settings,preferences.accessibility_services,"Whether or not the user has touch exploration or switch services enabled.These are built into the Android OS, not Fenix prefs.default: """
user.settings,preferences.bookmarks_suggestion,"Whether or not the user has enabled bookmark search suggestionsdefault: true"
user.settings,preferences.browsing_history_suggestion,"Whether or not the user has enabled browsing history suggestions.default: true"
user.settings,preferences.clipboard_suggestions_enabled,"Whether or not the user has enabled clipboard search suggestions.default: true"
user.settings.privacy,preferences.enhanced_tracking_protection,"What type of enhanced tracking protection the user has enabled."standard," "strict," "custom," or "" (if disabled)default: "standard""
user.settings.privacy,preferences.etp_custom_cookies_selection,"The option user has selected in the "Custom" mode of theEnhanced Tracking Protection settings.Possible values:- total-protection for “Isolate cross-site cookies”- social for “Cross-site and social media trackers”- unvisited for “Cookies from unvisited sites”- third-party for “All third-party cookies..”- all for “All cookies..”"
user.settings,preferences.inactive_tabs_enabled,"Whether or not the user has the inactive tabs feature enabled.default: true"
user.behavior,preferences.inactive_tabs_survey_opened,"A survey for asking the user why she intends to turn off the inactive tabs feature is shown."
user.settings.privacy,preferences.open_links_in_a_private_tab,"Whether or not the user has enabled open links in a private tab. default: false"
user.settings,preferences.open_links_in_app,"Whether or not the user has the open links in apps feature enabled. default: false"
user.settings,preferences.open_links_in_app_enabled,"The user has the open links in apps feature enabled."ask_before_opening", "always" or "never".default: "never""
user.settings.privacy,preferences.open_links_in_private,"Whether or not the user has enabled open links in a private tab. default: false"
user.settings,preferences.preference_toggled,"A user toggled a preference switch in settings"
user.settings.privacy,preferences.private_search_suggestions,"Whether or not the user has enabled showing search suggestions in private mode. default: false (we prompt the user, asking them to make a selection)"
user.settings,preferences.remote_debugging,"Whether or not the user has remote debugging enabled default: false"
user.settings,preferences.remote_debugging_enabled,"Whether or not the user has remote debugging enableddefault: false"
user.settings,preferences.search_bookmarks,"Whether or not the user has enabled bookmark search suggestions default: true"
user.settings,preferences.search_browsing_history,"Whether or not the user has enabled browsing history suggestions. default: true"
user.settings,preferences.search_shortcuts_enabled,"Whether or not the user has enabled search shortcuts.default: true"
user.settings,preferences.search_suggestions_enabled,"Whether or not the user has search suggestions enableddefault: true"
user.settings.privacy,preferences.search_suggestions_private,"Whether or not the user has enabled showing search suggestions in private mode. default: false (we prompt the user, asking them to make a selection)"
user.settings,preferences.search_term_groups_enabled,"Is search term group in tabs tray on?"
user.settings,preferences.show_clipboard_suggestions,"Whether or not the user has enabled clipboard search suggestions. default: true"
user.settings,preferences.show_search_shortcuts,"Whether or not the user has enabled search shortcuts. default: true"
user.settings,preferences.show_search_suggestions,"Whether or not the user has search suggestions enabled default: true"
user.settings,preferences.show_voice_search,"Whether or not the user has enabled the voice search button. default: true"
user.settings,preferences.signed_in_sync,"Whether or not the user is signed into FxAdefault: false"
user.settings,preferences.studies_enabled,"A metric indicating whether or not the user has studies enabled default: true"
user.settings,preferences.studies_preference_enabled,"An event indicating whether or not the user has studies enabled."
user.settings,preferences.sync,"Whether or not the user is signed into FxA default: false"
user.account.settings,preferences.sync_items,"The list of items the user has chosen to sync with FxA.default: "" if the user is signed out. Otherwise defaults towhatever is set in their FxA account. New accounts set:[bookmarks, history, passwords, tabs]"
user.settings.privacy,preferences.telemetry,"Whether or not the user has telemetry enabled. Note we should never receive a "false" value for this since telemetry would not send in that case. default: true"
user.settings,preferences.telemetry_enabled,"Whether or not the user has telemetry enabled. Note we shouldnever receive a "false" value for this since telemetry wouldnot send in that case.default: true"
user.settings,preferences.theme,"The theme the user has enabled. "light," "dark," "system," or "battery" default: "system" for API 28+, else "light""
user.settings,preferences.toolbar_position,"The position of the toolbar default: bottom (defaults to top if the user has accessibility services)"
user.settings,preferences.toolbar_position_setting,"The position of the toolbardefault: bottom (defaults to top if the user has accessibility services)"
user.settings.privacy,preferences.tracking_protection,"What type of enhanced tracking protection the user has enabled. "standard," "strict," "custom," or "" (if disabled) default: "standard""
user.behavior,preferences.turn_off_inactive_tabs_survey,"The user has disabled inactive tabs feature and responded to our request for feedback."
user.settings,preferences.user_theme,"The theme the user has enabled. "light," "dark," "system," or "battery"default: "system" for API 28+, else "light""
user.settings,preferences.voice_search_enabled,"Whether or not the user has enabled the voice search button.default: true"
user.authorization.biometric,private_browsing_locked.auth_failure,"Logged when the user fails to unlock Private Browsing Mode using biometrics (e.g. unrecognized face/fingerprint)."
user.authorization.biometric,private_browsing_locked.auth_success,"Logged when the user successfully unlocks Private Browsing Mode using biometrics."
user.behavior,private_browsing_locked.banner_negative_clicked,"Logged when the user clicks the negative ("No thanks") button on the Private Browsing Mode Lock banner prompt."
user.behavior,private_browsing_locked.banner_positive_clicked,"Logged when the user clicks the positive ("Lock tabs") button on the Private Browsing Mode Lock banner prompt."
user.settings.privacy,private_browsing_locked.feature_disabled,"Logged when the user disables Private Browsing Mode Locked from settings."
user.settings.privacy,private_browsing_locked.feature_enabled,"Logged when the user enables Private Browsing Mode Locked from settings."
user.behavior,private_browsing_locked.prompt_shown,"Logged when the Private Browsing Mode Locked prompt is triggered upon entering or re-entering private browsing."
user.behavior,private_browsing_locked.see_other_tabs_clicked,"Logged when the user selects a fallback option like "See other tabs" instead of unlocking Private Browsing Mode."
user.behavior,private_browsing_mode.garbage_icon,"A user pressed the garbage can icon on the private browsing home page,deleting all private tabs."
user.behavior,private_browsing_mode.notification_delete,"A user pressed the private browsing mode notification's "Delete and Open"button."
user.behavior,private_browsing_mode.notification_open,"A user pressed the private browsing mode notification's "Open" button."
user.behavior,private_browsing_mode.notification_tapped,"A user pressed the private browsing mode notification itself."
user.behavior,private_browsing_mode.snackbar_undo,"A user pressed the "undo" button in the snackbar that is shown when thegarbage icon is tapped."
user.behavior,private_browsing_shortcut.cfr_add_shortcut,"A user pressed the "Add shortcut" button when the contextual featurerecommender appeared."
user.behavior,private_browsing_shortcut.cfr_cancel,"A user pressed the "No thanks" button when the contextual featurerecommender appeared."
user.behavior,private_browsing_shortcut.create_shortcut,"A user pressed the "Add private browsing shortcut" button in settings."
user.behavior,private_browsing_shortcut.pinned_shortcut_priv,"A user pressed the pinned private shortcut in Android home screen, openingup a new private search."
user.behavior,private_browsing_shortcut.static_shortcut_priv,"A user pressed the long-press shortcut "Open new private tab", opening upa new private search."
user.behavior,private_browsing_shortcut.static_shortcut_tab,"A user pressed the long-press shortcut "Open new tab", opening up a newsearch."
user.behavior,private_browsing_shortcut_cfr.add_shortcut,"Pivate browsing CFR "Add shortcut" button pressed."
user.behavior,private_browsing_shortcut_cfr.cancel,"Pivate browsing CFR "No thanks" button pressed."
user.behavior,progressive_web_app.background,"A user puts the PWA into the background."
user.behavior,progressive_web_app.foreground,"A user brings the PWA into the foreground."
user.behavior,progressive_web_app.homescreen_tap,"A user taps on PWA homescreen icon"
user.settings.installs,progressive_web_app.install_tap,"A user installs a PWA. Could be a shortcut or added to homescreen."
user.behavior,progressive_web_app.onboarding_cancel,"User interacts with the onboarding PWA dialog cancel button which takesthem to the website."
user.settings,pull_to_refresh_in_browser.enabled,"Whether or not pull-to-refresh functionalityis enabled from Settings screen.default: true"
user.behavior,pull_to_refresh_in_browser.executed,"Whether the pull-to-refresh gesture was executed by the user."
user.behavior,qr_scanner.navigation_allowed,"A user tapped "allow" on the prompt, directing the user to the websitescanned"
user.behavior,qr_scanner.navigation_denied,"A user tapped "deny" on the prompt, putting the user back to the scanningview"
user.behavior,qr_scanner.opened,"A user opened the QR scanner"
user.behavior,qr_scanner.prompt_displayed,"A user scanned a QR code, causing a confirmation prompt to display askingif they want to navigate to the page"
user.behavior,quick_action_sheet.bookmark_tapped,"A user tapped the bookmark button"
user.behavior,quick_action_sheet.closed,"A user closed the quick action sheet UI"
user.behavior,quick_action_sheet.download_tapped,"A user tapped the download button"
user.behavior,quick_action_sheet.open_app_tapped,"A user tapped the open in app button"
user.behavior,quick_action_sheet.opened,"A user opened the quick action sheet UI"
user.behavior,quick_action_sheet.read_tapped,"A user tapped the read button"
user.behavior,quick_action_sheet.share_tapped,"A user tapped the share button"
user.behavior,reader_mode.appearance,"A user tapped the appearance button"
user.behavior,reader_mode.available,"Reader mode is available for the current page"
user.behavior,reader_mode.closed,"A user closed reader mode"
user.behavior,reader_mode.opened,"A user opened reader mode"
user.behavior,recent_bookmarks.bookmark_clicked,"A counter that indicates the number of times that a userhas clicked on a recently saved bookmark from the homescreen."
user.behavior,recent_bookmarks.recent_bookmarks_count,"The number of bookmarked items appearing in theRecently Saved section on the home page."
user.behavior,recent_bookmarks.show_all_bookmarks,"A counter that indicates the number of times that a userhas clicked the show all button for recently saved bookmarkson the home screen."
user.behavior,recent_bookmarks.shown,"Recent bookmarks section was shown to the user."
user.behavior.search_history,recent_searches.group_deleted,"A user has deleted a search term group from the"Recently visited" section on the homescreen usingthe long-press menu "Remove" option. This removesthe item from the homescreen, but does not deletethe item from history."
user.behavior,recent_synced_tabs.latest_synced_tab_is_stale,"Counts how often the loading placeholder is shown and the resulting tabis the same as it was before the load."
user.behavior,recent_synced_tabs.recent_synced_tab_opened,"Counts the number of times a recent synced tab is opened, labeled by thedevice type the tab originates from."
user.behavior,recent_synced_tabs.recent_synced_tab_shown,"Counts impressions of a recent synced tab on the homepage, labeled by thedevice type the tab originates from."
user.behavior,recent_synced_tabs.recent_synced_tab_time_to_load,"Measures the amount of time between the beginning of a sync and the end."
user.behavior,recent_synced_tabs.show_all_synced_tabs_clicked,"Counts how many times "show all synced tabs" button has been clicked."
user.behavior,recent_tabs.in_progress_media_tab_opened,"User has opened a recent media tab from homescreen."
user.behavior,recent_tabs.jump_back_in_cfr_cancelled,"Jump back in CFR has been cancelled clicking the outside the CFR."
user.behavior,recent_tabs.jump_back_in_cfr_dismissed,"Jump back in CFR has been dismissed clicking the X button."
user.behavior,recent_tabs.jump_back_in_cfr_shown,"Jump back in CFR has been displayed to the user."
user.behavior,recent_tabs.recent_tab_opened,"User has opened a recent tab from homescreen."
user.behavior,recent_tabs.section_visible,"An indication of whether the recent tabs /Jump Back In section is visible on the homepage."
user.behavior,recent_tabs.show_all_clicked,"User has clicked show all button and opened tabs tray."
user.behavior,recently_closed_tabs.closed,"User closed the "Recently closed tabs" screen."
user.behavior,recently_closed_tabs.delete_tab,"User tapped the delete button of a tab item."
user.behavior,recently_closed_tabs.enter_multiselect,"User tapped on a tab item to enter multi select mode."
user.behavior,recently_closed_tabs.exit_multiselect,"User pressed back or tapped the last selected tab item to exitmultiselect."
user.behavior,recently_closed_tabs.menu_close,"User tapped the close button - "X" to return to the previous screen."
user.behavior,recently_closed_tabs.menu_delete,"User tapped the delete menu option for multi selected tabs."
user.behavior,recently_closed_tabs.menu_open_in_normal_tab,"User tapped the "Open in new tab" menu option for multi selected tabs."
user.behavior,recently_closed_tabs.menu_open_in_private_tab,"User tapped the "Open in private tab" menu option for multi selected tabs."
user.behavior,recently_closed_tabs.menu_share,"User tapped the share menu option for multi selected tabs."
user.behavior,recently_closed_tabs.open_tab,"User tapped on a tab item to be opened."
user.behavior,recently_closed_tabs.opened,"User opened the "Recently closed tabs" screen."
user.behavior,recently_closed_tabs.show_full_history,"User tapped "Show full history" to see all history."
user.behavior,recently_visited_homepage.history_highlight_opened,"User has opened any history highlight from homepage"
user.behavior,recently_visited_homepage.search_group_opened,"User has opened a search group from homepage"
user.behavior,review_prompt.prompt_attempt,"Data captured for each attempt to display the review prompt."
user.behavior.search.provider,search.default_engine.code,"If the search engine is pre-loaded with Fenix this valuewill be the search engine identifier. If it's a custom search engine(defined: https://github.com/mozilla-mobile/fenix/issues/1607) thevalue will be "custom""
user.behavior.search.provider,search.default_engine.name,"If the search engine is pre-loaded with Fenix this valuewill be the search engine name. If it's a custom search engine(defined: https://github.com/mozilla-mobile/fenix/issues/1607) thevalue will be "custom""
user.behavior.search.provider,search.default_engine.search_url,"If the search engine is pre-loaded with Fenix this value will be the baseURL we use to build the search query for the search engine. For example:https://mysearchengine.com/?query=%s. If it's a custom search engine(defined: https://github.com/mozilla-mobile/fenix/issues/1607) the valuewill not be set."
user.behavior.search.provider,search.default_engine.submission_url,"If the search engine is pre-loaded with Fenix this value will be he baseURL we use to build the search query for the search engine. For example:https://mysearchengine.com/?query=%s. If it's a custom search engine(defined: https://github.com/mozilla-mobile/fenix/issues/1607) the valuewill be "custom""
user.behavior,search_shortcuts.closed,"A user closed the search shortcut menu in the search view by pressing the shortcuts button"
user.behavior,search_shortcuts.opened,"A user opened the search shortcut menu in the search view by pressing the shortcuts button"
user.behavior.search,search_shortcuts.selected,"A user selected a search shortcut engine to use"
user.settings.privacy,search_suggestions.enable_in_private,"A user enabled receiving search suggestions in private sessions"
user.behavior.search,search_terms.average_tabs_per_group,"Number of search term tabs per group when tabs tray is opened."
user.behavior.search,search_terms.group_size_distribution,"The distribution of search term tab group sizes. Rather than reportingindividual sizes directly as integers, it is currently desired toreport the sizes according to certain size ranges.The "buckets" for reporting group sizes will be mapped as follows:* 2 tabs -> 1* 3-5 tabs -> 2* 6-10 tabs -> 3* 11+ tabs -> 4Where the reported number will be 1, 2, 3, or 4, accordingly.As an example, say a user has three groups of sizes 3, 6, and 15. Theapp will report 2, 3, and 4 when this metric is tracked."
user.behavior.search,search_terms.jump_back_in_group_tapped,"User tapped on the jump back in search term group."
user.behavior.search,search_terms.number_of_search_term_group,"Number of search term group when tabs tray is opened."
user.behavior,search_widget.new_tab_button,"A user pressed anywhere from the Firefox logo until the start of themicrophone icon, opening a new tab search screen."
user.behavior.search,search_widget.voice_button,"A user pressed the microphone icon, opening a new voice search screen."
user.behavior,search_widget_cfr.add_widget_pressed,"The user pressed the "add widget" button."
user.behavior,search_widget_cfr.canceled,"The user dismissed the search widget cfr bytapping outside of the prompt"
user.behavior,search_widget_cfr.displayed,"The search widget cfr was displayed."
user.behavior,search_widget_cfr.not_now_pressed,"The user pressed the "not now" button."
user.settings,sent_from_firefox.settings_toggled,"A user toggled link sharing with whatsapp preference in settings."
user.behavior,sent_from_firefox.snackbar_clicked,"A user clicked the manage settings snackbar."
system.operations,server_knobs.validation,"Temporary metric recorded at the same time as"tabs_tray.new_tab_tapped" to validate that the Glean Server Knobsfunctionality is working correctly."
user.behavior,set_default_newtab_experiment.close_experiment_card_clicked,"Close experiment card was clicked from new tab screen."
user.behavior,set_default_newtab_experiment.set_default_browser_clicked,"Set default browser was clicked from new tab screen."
user.behavior,set_default_setting_experiment.set_default_browser_clicked,"Set default browser was clicked from settings screen."
user.settings,settings.autofill,"User has tapped Autofill in settings menu."
user.behavior,settings.passwords,"User has tapped Passwords in settings menu."
user.settings,settings.sign_into_sync,"Counts the number of times a user has clicked "sign into sync" from the settings page."
user.behavior,shopping.address_bar_feature_callout_displayed,"The shopping CFR was displayed to the user."
user.behavior,shopping.address_bar_icon_clicked,"The shopping icon from the address bar was clicked."
user.behavior,shopping.address_bar_icon_displayed,"The shopping icon was displayed in the address bar."
user.behavior,shopping.ads_exposure,"On a supported product page, the review checker showed analysis,and the ads exposure pref was enabled, or review checker ads were enabled,and when we tried to fetch an ad from the ad server, an ad was available.Does not indicate whether the ad was actually shown."
user.behavior.browsing,shopping.product_page_visits,"Counts number of visits to a supported retailer product pagewhile enrolled in either the control or treatment branchesof the shopping experiment."
user.settings,shopping.settings.component_opted_out,"Whether or not the user opted out of review quality check feature."
user.settings.privacy,shopping.settings.disabled_ads,"Indicates if the user has disabled ads."
user.settings,shopping.settings.nimbus_disabled_shopping,"Whether or not Nimbus has disabled the use of the shopping component."
user.settings,shopping.settings.user_has_onboarded,"Whether or the user has completed the review quality check onboarding."
user.behavior,shopping.surface_ads_clicked,"The user clicked an ad in review checker."
user.behavior,shopping.surface_ads_impression,"The user viewed an ad in review checker for at least 1.5 seconds."
user.settings.privacy,shopping.surface_ads_setting_toggled,"The user toggled the ads display setting."
user.behavior,shopping.surface_analyze_reviews_none_available_clicked,"User clicked on the launch analyzer link from the no analysis card."
user.behavior,shopping.surface_closed,"The shopping bottom sheet was closed."
user.behavior,shopping.surface_displayed,"The shopping bottom sheet was displayed."
user.behavior,shopping.surface_expand_settings,"Settings card from the bottom sheet was expanded."
user.behavior,shopping.surface_learn_more_clicked,"The user clicked on learn more link from the onboarding card."
user.behavior,shopping.surface_no_ads_available,"On a supported product page, the review checkershowed analysis, and review checker ads were enabled,but when we tried to fetch an ad from the ad server,no ad was available."
user.behavior,shopping.surface_no_review_reliability_available,"No analysis card was displayed to the user."
user.behavior,shopping.surface_not_now_clicked,"User interacted with the opt out button from the shopping contextual onboarding card."
user.behavior,shopping.surface_onboarding_displayed,"The shopping contextual onboarding card was displayed."
user.behavior,shopping.surface_opt_in_accepted,"User interacted with the opt in button from the shopping contextual onboarding card."
user.behavior,shopping.surface_powered_by_fakespot_link_clicked,"The user clicked the "Fakespot by Mozilla" link at the bottom of review checkersheet."
user.behavior,shopping.surface_reactivated_button_clicked,"User interacted with the button to report a product is back in stock."
user.behavior,shopping.surface_reanalyze_clicked,"User interacted with the launch analyzer link from the "New info to check" warning card."
user.behavior,shopping.surface_review_quality_explainer_url_clicked,"User interacted with the learn more link from the shopping explanation card."
user.behavior,shopping.surface_show_more_recent_reviews_clicked,"User interacted with the expand "show more" button from the shopping highlights card."
user.behavior,shopping.surface_show_privacy_policy_clicked,"User interacted with the privacy policy link from the shopping contextual onboarding card."
user.behavior,shopping.surface_show_terms_clicked,"User interacted with the terms and conditions link from the shopping contextual onboarding card."
user.behavior,shopping.surface_stale_analysis_shown,"Records an event when the "New info to check" card is shown."
user.settings.privacy,site_permissions.permissions_allowed,"User approved site permissions."
user.settings.privacy,site_permissions.permissions_denied,"User denied site permissions."
user.behavior,site_permissions.prompt_shown,"A prompt for the user to approve site permissions is shown."
system.operations,splash_screen.first_launch_extended,"The splash screen was shown for an extended period of time, providing more timeto download marketing and experiment data."
user.behavior,start_on_home.enter_home_screen,"Know how often user lands on Homescreen upon opening the app."
user.behavior,start_on_home.long_click_tabs_tray,"Know how often users long press on the tab tray."
user.behavior,start_on_home.open_tabs_tray,"Know how often users open the tab tray."
system,startup.timeline.clock_ticks_per_second,"The number of clock tick time units that occur in one second on thisparticular device. This value is expected to be used in conjunction withthe `framework_start` metric."
system,startup.timeline.clock_ticks_per_second_v2,"The number of clock tick time units that occur in one second on thisparticular device. This value is expected to be used in conjunction withthe `framework_primary/secondary` metrics."
system.operations,startup.timeline.framework_primary,"The duration the Android framework takes to start before letting us runcode in `*Application.init` when this device has`clock_ticks_per_second_v2` equal to 100: if it's not equal to 100, thenthis value is captured in `framework_secondary`. We split this into twometrics to make it easier to analyze in GLAM. We split on 100 becausewhen we did our initial brief analysis -https://sql.telemetry.mozilla.org/queries/75591 - the results for clocksticks were overwhelmingly 100.The duration is calculated from `appInitTimestamp -processStartTimestamp`. `processStartTimestamp` is derived from the clocktick time unit, which is expected to be less granular than nanoseconds.Therefore, we convert and round our timestamps to clock ticks beforecomputing the difference and convert back to nanoseconds to report.For debugging purposes, `clock_ticks_per_second_v2`, which may varybetween devices, is also reported as a metric"
system.operations,startup.timeline.framework_secondary,"The duration the Android framework takes to start before letting us runcode in `*Application.init` when this device has`clock_ticks_per_second_v2` not equal to 100. For more details on thismetric, see `framework_primary`"
system.operations,startup.timeline.framework_start,"The duration the Android framework takes to start before letting us runcode in `*Application.init`. This is calculated from `appInitTimestamp -processStartTimestamp`. `processStartTimestamp` is derived from the clocktick time unit, which is expected to be less granular than nanoseconds.Therefore, we convert and round our timestamps to clock ticks beforecomputing the difference and convert back to nanoseconds to report.For debugging purposes, `clock_ticks_per_second`, which may vary betweendevices, is also reported as a metric"
system.operations,startup.timeline.framework_start_error,"An error when attempting to record `framework_primary/secondary` - theapplication init timestamp returned a negative value - which is likelyindicative of a bug in the implementation."
system.operations,startup.timeline.framework_start_read_error,"An error when attempting to read stats from /proc pseudo-filesystem -privacy managers can block access to reading these files -the application will catch a file reading exception."
system,storage.stats.app_bytes,"The size of the app's APK and related files as installed: this is expectedto be larger than download size. This is the output of[StorageStats.getAppBytes](https://developer.android.com/reference/android/app/usage/StorageStats#getAppBytes())so see that for details. This value is only available on Android 8+. Asimilar value may be available on the Google Play dashboard: we can usethis value to see if that value is reliable enough."
system,storage.stats.cache_bytes,"The size of all cached data in the app. This is the output of[StorageStats.getCacheBytes](https://developer.android.com/reference/android/app/usage/StorageStats#getCacheBytes())so see that for details. This value is only available on Android 8+."
system.operations,storage.stats.data_dir_bytes,"The size of all data minus `cache_bytes`. This is the output of[StorageStats.getDataBytes](https://developer.android.com/reference/android/app/usage/StorageStats#getDataBytes())except we subtract the value of `cache_bytes` so the cache is not measuredredundantly; see that method for details. This value is only available onAndroid 8+."
system.operations,storage.stats.query_stats_duration,"How long it took to query the device for the StorageStats that contain thefile size information. The docs say it may be expensive so we want toensure it's not too expensive.  This value is only available on Android8+."
user.authorization,sync.failed,"User sign-in/sync has failed."
user.behavior,sync_account.closed,"A user closed the sync account page"
user.behavior,sync_account.manage_account,"A user pressed the "manage account" button on the account settings screen"
user.behavior,sync_account.opened,"A user opened the sync account page"
user.behavior,sync_account.send_tab,"A user sent the current tab to another FxA device"
user.behavior,sync_account.sign_in_to_send_tab,"A user pressed the "sign in to send tab" button inside the share tab menu"
user.behavior,sync_account.sign_out,"A user pressed the sign out button on the sync account page"
user.behavior,sync_account.sync_now,"A user pressed the sync now button on the sync account page"
user.authorization,sync_auth.auto_login,"User signed into FxA via an account shared from another locally installedMozilla application (e.g. Fennec)"
user.behavior,sync_auth.closed,"A user closed the sync page"
user.account,sync_auth.create_account,"A user pressed the create account button on the sync authentication page"
user.authorization,sync_auth.opened,"A user opened the sync authentication page"
user.authorization,sync_auth.other_external,"User authenticated via FxA using an unknown mechanism. "Known" mechanismsare currently sign-in, sign-up and pairing"
user.authorization,sync_auth.paired,"User signed into FxA by pairing with a different Firefox browser, using aQR code"
user.authorization,sync_auth.recovered,"Account manager automatically recovered FxA authentication state withoutdirect user involvement"
user.behavior,sync_auth.scan_pairing,"A user pressed the scan pairing button on the sync authentication page"
user.authorization,sync_auth.sign_in,"A user pressed the sign in button on the sync authentication page and wassuccessfully signed in to FxA"
user.authorization,sync_auth.sign_out,"A user pressed the sign out button on the sync account page and wassuccessfully signed out of FxA"
user.account,sync_auth.sign_up,"User registered a new Firefox Account, and was signed into it"
user.authorization.credentials,sync_auth.use_email,"A user chose to use their email to sign in instead of scanning a QR code,counterpart to "scan_pairing""
user.authorization,sync_auth.use_email_problem,"A user chose to use their email to sign in after an account problem"
user.behavior,synced_tabs.synced_tabs_suggestion_clicked,"The synced tab suggestion in awesomebar was clicked."
user.behavior,tab.media_pause,"A user pressed the pause icon on a tab from the home screen"
user.behavior,tab.media_play,"A user pressed the play icon on a tab from the home screen"
user.behavior,tab_strip.close_tab,"A user closed the tab via tab strip"
user.behavior,tab_strip.enabled,"Whether or not the tab strip feature is enabled"
user.behavior,tab_strip.new_tab_tapped,"A user clicked new tab button in tab strip"
user.behavior,tab_strip.select_tab,"A user selected a tab via tab strip"
user.behavior,tabs.setting_opened,"The tab settings were opened."
user.behavior,tabs_tray.access_point,"The area that the tabs tray was accessed from."
user.behavior,tabs_tray.auto_close_dimissed,"A user has dimissed the auto-close dialog for inactive tabs."
user.behavior,tabs_tray.auto_close_seen,"A user has seen the auto-close dialog for inactive tabs."
user.behavior,tabs_tray.auto_close_turn_on_clicked,"A user has clicked the turn-on auto-close button for inactive tabs."
